Ref,Status,Location,Created,Status Changed,Priority,Cause,project,Report Status,Task Group
T84104.441,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,24/02/2020,24/02/2020,Behavioural Failure,JPC - Safety - Management,1335,Closed,Safety
T84104.442,Closed,JPC Project Management>EHS Management>EHS Inspections,24/02/2020,05/03/2020,Behavioural Failure,JPC - Quality - Information,1335,Closed,Safety
T84104.443,Closed,JPC Project Management>EHS Management>EHS Inspections,24/02/2020,05/03/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.444,Closed,JPC Project Management>EHS Management>EHS Inspections,24/02/2020,25/02/2020,System Failure,JPC - Carelessness,1335,Closed,Safety
T84104.445,Closed,JPC Project Management>EHS Management>EHS Inspections,24/02/2020,25/02/2020,Behavioural Failure,JPC - Carelessness,1335,Closed,Safety
T84104.446,Open / Ongoing Works,JPC Project Management,24/02/2020,24/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.447,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,22/02/2020,22/02/2020,Behavioural Failure,JPC - Quality - Management,1335,Closed,Safety
T84104.448,Closed,JPC Project Management>EHS Management>EHS Inspections,22/02/2020,19/03/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.449,Closed,JPC Project Management>EHS Management>EHS Inspections,22/02/2020,05/03/2020,Behavioural Failure,JPC - Quality - Damage,1335,Closed,Safety
T84104.45,Closed,JPC Project Management>EHS Management>EHS Inspections,22/02/2020,05/03/2020,Behavioural Failure,JPC - Quality - Information,1335,Closed,Safety
T84104.450,JPC Sign Off / Closed,Quality Control>ITP 02 Architectural>Level 00  Ground Floor,21/02/2020,29/04/2020,Other,JPC - Carelessness,1335,Closed,Quality
T84104.451,Open / Ongoing Works,JPC Project Management,21/02/2020,21/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.452,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 00 Ground Floor,21/02/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.453,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 00 Ground Floor,21/02/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.454,Open / Ongoing Works,JPC Project Management>Site Management,20/02/2020,20/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.455,EHS Good Observation,JPC Project Management>EHS Management,20/02/2020,20/02/2020,Behavioural Failure,JPC - Safety - Documentation,1335,Closed,Safety
T84104.456,Closed,JPC Project Management>EHS Management,20/02/2020,24/02/2020,Behavioural Failure,JPC - Safety - Temporary Electrics,1335,Closed,Safety
T84104.457,Closed,JPC Project Management>EHS Management,20/02/2020,20/02/2020,Behavioural Failure,JPC - Safety - Public Interface / Hoarding,1335,Closed,Safety
T84104.458,EHS Good Observation,JPC Project Management>EHS Management,20/02/2020,20/02/2020,Behavioural Failure,JPC - Safety - Working At Height,1335,Closed,Safety
T84104.459,EHS Good Observation,JPC Project Management>EHS Management,20/02/2020,20/02/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.46,Closed,JPC Project Management>EHS Management,20/02/2020,20/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.460,EHS Good Observation,JPC Project Management>EHS Management,20/02/2020,20/02/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.461,Closed,JPC Project Management>EHS Management,20/02/2020,24/02/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.462,Closed,JPC Project Management>EHS Management,20/02/2020,20/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.463,EHS Good Observation,JPC Project Management>EHS Management,20/02/2020,20/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.464,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,19/02/2020,19/02/2020,Behavioural Failure,JPC - Safety - Lead Management,1335,Closed,Safety
T84104.465,Closed,JPC Project Management>EHS Management>EHS Inspections,19/02/2020,20/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.466,Closed,JPC Project Management>EHS Management>EHS Inspections,19/02/2020,24/02/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.467,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,19/02/2020,19/02/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.468,Closed,JPC Project Management>EHS Management>EHS Inspections,19/02/2020,24/02/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.469,Open / Ongoing Works,JPC Project Management>Site Management,19/02/2020,19/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.47,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 00 Ground Floor,19/02/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.470,Closed,JPC Project Management,18/02/2020,24/02/2020,Behavioural Failure,JPC - Safety - Lead Management,1335,Closed,Safety
T84104.471,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,18/02/2020,18/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.472,Closed,JPC Project Management>EHS Management>EHS Inspections,18/02/2020,24/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.473,Open / Ongoing Works,JPC Project Management>Site Management,18/02/2020,18/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.474,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,18/02/2020,18/02/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.475,Closed,JPC Project Management>EHS Management>EHS Inspections,17/02/2020,17/02/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.476,Closed,JPC Project Management>EHS Management>EHS Inspections,17/02/2020,20/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.477,Closed,JPC Project Management>EHS Management>EHS Inspections,17/02/2020,20/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.478,Closed,JPC Project Management>EHS Management>EHS Inspections,17/02/2020,20/02/2020,Other,JPC - Safety - Exclusion Zones,1335,Closed,Quality
T84104.479,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,17/02/2020,17/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.48,Open / Ongoing Works,JPC Project Management,17/02/2020,17/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.480,Open / Ongoing Works,JPC Project Management>Site Management,14/02/2020,14/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.481,JPC Sign Off,Quality Control>ITP 01 Structural,13/02/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.482,Open / Ongoing Works,JPC Project Management>Site Management,13/02/2020,13/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.483,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,13/02/2020,13/02/2020,Behavioural Failure,JPC - Safety - Welfare Facilities,1335,Closed,Safety
T84104.484,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,13/02/2020,13/02/2020,Behavioural Failure,JPC - Safety - Access,1335,Closed,Safety
T84104.485,Closed,JPC Project Management>EHS Management>EHS Inspections,13/02/2020,17/02/2020,Behavioural Failure,JPC - Safety - Environmental,1335,Closed,Safety
T84104.486,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,13/02/2020,13/02/2020,Behavioural Failure,JPC - Safety - Lead Management,1335,Closed,Safety
T84104.487,Closed,JPC Project Management>EHS Management>EHS Inspections,13/02/2020,14/02/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.488,Closed,JPC Project Management>EHS Management>EHS Inspections,13/02/2020,17/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.489,Closed,JPC Project Management>EHS Management>EHS Inspections,13/02/2020,14/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.49,Closed,JPC Project Management>EHS Management>EHS Inspections,13/02/2020,17/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.490,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,13/02/2020,13/02/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.491,Closed,JPC Project Management>EHS Management,12/02/2020,17/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.492,Closed,JPC Project Management>EHS Management,12/02/2020,17/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.493,Closed,JPC Project Management>EHS Management,12/02/2020,17/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.494,EHS Good Observation,JPC Project Management>EHS Management,12/02/2020,12/02/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.495,EHS Good Observation,JPC Project Management>EHS Management,12/02/2020,12/02/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.496,EHS Good Observation,JPC Project Management>EHS Management,12/02/2020,12/02/2020,Behavioural Failure,JPC - Safety - PPE,1335,Closed,Safety
T84104.497,Open / Ongoing Works,JPC Project Management>Site Management,12/02/2020,12/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.498,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 00 Ground Floor,12/02/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.499,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 00 Ground Floor,12/02/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.50,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 00 Ground Floor,12/02/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.500,Open / Ongoing Works,JPC Project Management>Site Management,11/02/2020,11/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.501,Closed,JPC Project Management>EHS Management>EHS Inspections,11/02/2020,13/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.502,Closed,JPC Project Management>EHS Management>EHS Inspections,11/02/2020,13/02/2020,Behavioural Failure,JPC - Safety - Lead Management,1335,Closed,Safety
T84104.503,Closed,JPC Project Management>EHS Management>EHS Inspections,11/02/2020,13/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.504,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,11/02/2020,11/02/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.505,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 00 Ground Floor,10/02/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.506,JPC Sign Off,Quality Control>ITP 01 Structural>Lvl 00 Ground Floor,08/02/2020,16/06/2020,Other,JPC - Safety - House Keeping ,1335,Closed,Design Team
T84104.507,Closed,JPC Project Management>EHS Management>EHS Inspections,08/02/2020,13/02/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.508,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,07/02/2020,07/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.509,Closed,JPC Project Management>EHS Management>EHS Inspections,07/02/2020,13/02/2020,Behavioural Failure,JPC - Safety - Access,1335,Closed,Safety
T84104.51,Closed,JPC Project Management>EHS Management>EHS Inspections,07/02/2020,13/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.510,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,07/02/2020,07/02/2020,Behavioural Failure,JPC - Safety - Lifting / Slinging,1335,Closed,Safety
T84104.511,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,07/02/2020,07/02/2020,Behavioural Failure,JPC - Quality - Management,1335,Closed,Safety
T84104.512,Closed,JPC Project Management>EHS Management>EHS Inspections,07/02/2020,13/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.513,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,07/02/2020,07/02/2020,Behavioural Failure,JPC - Quality - Information,1335,Closed,Safety
T84104.514,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,07/02/2020,07/02/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.515,Open / Ongoing Works,JPC Project Management>Site Management,07/02/2020,07/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.516,Open / Ongoing Works,JPC Project Management>Site Management,06/02/2020,06/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.517,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,06/02/2020,06/02/2020,Behavioural Failure,JPC - Safety - PPE,1335,Closed,Safety
T84104.518,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,06/02/2020,06/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.519,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,06/02/2020,06/02/2020,Behavioural Failure,JPC - Safey - Access,1335,Closed,Safety
T84104.52,Closed,JPC Project Management>EHS Management>EHS Inspections,06/02/2020,07/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.520,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,06/02/2020,06/02/2020,Behavioural Failure,JPC - General - Management,1335,Closed,Safety
T84104.521,Closed,JPC Project Management>EHS Management>EHS Inspections,06/02/2020,13/02/2020,System Failure,JPC - Safety - Working At Height,1335,Closed,Safety
T84104.522,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,06/02/2020,06/02/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.523,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,06/02/2020,06/02/2020,Behavioural Failure,JPC - Safety - Environmental,1335,Closed,Safety
T84104.524,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,06/02/2020,06/02/2020,Behavioural Failure,JPC - Safety - Exclusion Zones,1335,Closed,Safety
T84104.525,Open / Ongoing Works,JPC Project Management>Site Management,05/02/2020,05/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
T84104.526,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,05/02/2020,05/02/2020,Behavioural Failure,JPC - Quality - Information,1335,Closed,Safety
T84104.527,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,05/02/2020,05/02/2020,Behavioural Failure,JPC - Quality - Information,1335,Closed,Safety
T84104.528,Closed,JPC Project Management>EHS Management>EHS Inspections,05/02/2020,10/02/2020,Behavioural Failure,JPC - Safety - Plant & Equipment,1335,Closed,Safety
T84104.529,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,05/02/2020,05/02/2020,Behavioural Failure,JPC - Safety - Lead Management,1335,Closed,Safety
T84104.53,Closed,JPC Project Management>EHS Management>EHS Inspections,05/02/2020,10/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.530,Closed,JPC Project Management>EHS Management>EHS Inspections,05/02/2020,05/02/2020,Behavioural Failure,JPC - Safety - Storage,1335,Closed,Safety
T84104.531,Closed,JPC Project Management>EHS Management>EHS Inspections,04/02/2020,10/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.532,EHS Good Observation,JPC Project Management>EHS Management>EHS Inspections,04/02/2020,04/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.533,Closed,JPC Project Management>EHS Management>EHS Inspections,04/02/2020,10/02/2020,Behavioural Failure,JPC - Safety - House Keeping,1335,Closed,Safety
T84104.534,Open / Ongoing Works,JPC Project Management>Site Management,04/02/2020,04/02/2020,Other,JPC - Safety - House Keeping ,1335,Open,Site Management
