Ref,Status,Location,Created,Status Changed,Project,Report Forms Status,Report Forms Group
F97233.151,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,17/08/2020,10/09/2020,1345,Closed,Quality
F97233.152,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,14/08/2020,14/08/2020,1345,Closed,Site Management
F97233.153,Closed,EHS Inspections>JPC Project Management,14/08/2020,17/08/2020,1345,Closed,Safety
F97233.154,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,14/08/2020,14/08/2020,1345,Closed,Site Management
F97233.155,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,14/08/2020,03/09/2020,1345,Closed,Quality
F97233.156,Closed,EHS Inspections>JPC Project Management,13/08/2020,14/08/2020,1345,Closed,Safety
F97233.157,JPC Sign Off,Block 3>ITP 01 Structural>Quality Control & BC(A)R,13/08/2020,13/08/2020,1345,Closed,Design Team
F97233.158,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,13/08/2020,03/09/2020,1345,Closed,Quality
F97233.159,Closed,EHS Inspections>JPC Project Management,12/08/2020,13/08/2020,1345,Closed,Safety
F97233.160,Closed,EHS Inspections>JPC Project Management,12/08/2020,20/08/2020,1345,Closed,Safety
F97233.161,Completed and signed off,EHS Inspections>JPC Project Management,12/08/2020,12/08/2020,1345,Closed,Safety
F97233.162,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,12/08/2020,13/08/2020,1345,Closed,Quality
F97233.163,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,12/08/2020,03/09/2020,1345,Closed,Quality
F97233.164,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,12/08/2020,03/09/2020,1345,Closed,Quality
F97233.165,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,11/08/2020,12/08/2020,1345,Closed,Site Management
F97233.166,Closed,EHS Inspections>JPC Project Management,11/08/2020,12/08/2020,1345,Closed,Safety
F97233.167,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,11/08/2020,03/09/2020,1345,Closed,Quality
F97233.168,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,11/08/2020,03/09/2020,1345,Closed,Quality
F97233.169,Completed and signed off,EHS Inspections>JPC Project Management,11/08/2020,12/08/2020,1345,Closed,Safety
F97233.170,Closed,EHS Inspections>JPC Project Management,10/08/2020,11/08/2020,1345,Closed,Safety
F97233.171,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,10/08/2020,10/08/2020,1345,Closed,Site Management
F97233.172,Completed and signed off,EHS Inspections>JPC Project Management,10/08/2020,10/08/2020,1345,Closed,Safety
F97233.173,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,10/08/2020,11/08/2020,1345,Closed,Quality
F97233.174,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,10/08/2020,03/09/2020,1345,Closed,Quality
F97233.175,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,10/08/2020,03/09/2020,1345,Closed,Quality
F97233.176,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,07/08/2020,07/08/2020,1345,Closed,Site Management
F97233.177,Completed and signed off,EHS Inspections>JPC Project Management,07/08/2020,12/08/2020,1345,Closed,Safety
F97233.178,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,07/08/2020,03/09/2020,1345,Closed,Quality
F97233.179,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,07/08/2020,03/09/2020,1345,Closed,Quality
F97233.180,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,06/08/2020,06/08/2020,1345,Closed,Site Management
F97233.181,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,06/08/2020,07/08/2020,1345,Closed,Quality
F97233.182,Closed,EHS Inspections>JPC Project Management,06/08/2020,26/08/2020,1345,Closed,Safety
F97233.183,Completed and signed off,EHS Inspections>JPC Project Management,06/08/2020,07/08/2020,1345,Closed,Safety
F97233.184,Closed,EHS Inspections>JPC Project Management,06/08/2020,07/08/2020,1345,Closed,Safety
F97233.185,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,06/08/2020,06/08/2020,1345,Closed,Site Management
F97233.186,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,06/08/2020,03/09/2020,1345,Closed,Quality
F97233.187,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,06/08/2020,03/09/2020,1345,Closed,Quality
F97233.188,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,05/08/2020,05/08/2020,1345,Closed,Site Management
F97233.189,Closed,EHS Inspections>JPC Project Management,05/08/2020,06/08/2020,1345,Closed,Safety
F97233.190,Closed,EHS Inspections>JPC Project Management,05/08/2020,06/08/2020,1345,Closed,Safety
F97233.191,Closed,JPC Project Management,05/08/2020,06/08/2020,1345,Closed,Safety
F97233.192,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,05/08/2020,03/09/2020,1345,Closed,Quality
F97233.193,Closed,EHS Inspections>JPC Project Management,04/08/2020,04/08/2020,1345,Closed,Safety
F97233.194,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,04/08/2020,03/09/2020,1345,Closed,Quality
F97233.195,Closed,EHS Inspections>JPC Project Management,04/08/2020,04/08/2020,1345,Closed,Safety
F97233.196,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,04/08/2020,03/09/2020,1345,Closed,Quality
F97233.197,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,04/08/2020,04/08/2020,1345,Closed,Site Management
F97233.198,Completed and signed off,EHS Inspections>JPC Project Management,31/07/2020,04/08/2020,1345,Closed,Safety
F97233.199,JPC Sign Off,ITP 03 Civil Works>Quality Control & BC(A)R,31/07/2020,31/07/2020,1345,Closed,Quality
F97233.200,Open / Ongoing Works,lvl (-01) Foundation>Block 6>ITP 01 Structural>Quality Control & BC(A)R,31/07/2020,31/07/2020,1345,Open,Quality
F97233.201,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,31/07/2020,04/08/2020,1345,Closed,Safety
F97233.202,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,31/07/2020,03/09/2020,1345,Closed,Quality
F97233.203,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,31/07/2020,31/07/2020,1345,Closed,Site Management
F97233.204,Open / Ongoing Works,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,31/07/2020,31/07/2020,1345,Open,Quality
F97233.205,Closed,EHS Inspections>JPC Project Management,30/07/2020,04/08/2020,1345,Closed,Safety
F97233.206,Closed,EHS Inspections>JPC Project Management,30/07/2020,31/07/2020,1345,Closed,Safety
F97233.207,Open / Ongoing Works,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,30/07/2020,30/07/2020,1345,Open,Quality
F97233.208,Completed and signed off,EHS Inspections>JPC Project Management,30/07/2020,30/07/2020,1345,Closed,Safety
F97233.209,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,29/07/2020,03/09/2020,1345,Closed,Quality
F97233.210,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,29/07/2020,30/07/2020,1345,Closed,Safety
F97233.211,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,29/07/2020,29/07/2020,1345,Closed,Site Management
F97233.212,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,29/07/2020,30/07/2020,1345,Closed,Quality
F97233.213,Completed and signed off,EHS Inspections>JPC Project Management,29/07/2020,29/07/2020,1345,Closed,Safety
F97233.214,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,29/07/2020,29/07/2020,1345,Closed,Site Management
F97233.215,Closed,EHS Inspections>JPC Project Management,29/07/2020,29/07/2020,1345,Closed,Safety
F97233.216,Completed and signed off,EHS Inspections>JPC Project Management,28/07/2020,06/08/2020,1345,Closed,Safety
F97233.217,Closed,EHS Inspections>JPC Project Management,28/07/2020,30/07/2020,1345,Closed,Safety
F97233.218,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,28/07/2020,29/07/2020,1345,Closed,Quality
F97233.219,Closed JPC Sign Off,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,28/07/2020,11/09/2020,1345,Closed,Quality
F97233.220,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,28/07/2020,03/09/2020,1345,Closed,Quality
F97233.221,Closed,EHS Inspections>JPC Project Management,27/07/2020,28/07/2020,1345,Closed,Safety
F97233.222,Completed and signed off,EHS Inspections>JPC Project Management,27/07/2020,28/07/2020,1345,Closed,Safety
F97233.223,Closed,EHS Inspections>JPC Project Management,27/07/2020,28/07/2020,1345,Closed,Safety
F97233.224,Closed JPC Sign Off,Utilities & Drainage>ITP 03 Civil Works>Quality Control & BC(A)R,27/07/2020,09/09/2020,1345,Closed,Quality
F97233.225,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,27/07/2020,03/09/2020,1345,Closed,Quality
F97233.226,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,24/07/2020,24/07/2020,1345,Closed,Site Management
F97233.227,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,24/07/2020,29/07/2020,1345,Closed,Quality
F97233.228,Completed and signed off,EHS Inspections>JPC Project Management,24/07/2020,04/08/2020,1345,Closed,Safety
F97233.229,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,24/07/2020,03/09/2020,1345,Closed,Quality
F97233.230,Closed,EHS Inspections>JPC Project Management,23/07/2020,28/07/2020,1345,Closed,Safety
F97233.231,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,23/07/2020,23/07/2020,1345,Closed,Site Management
F97233.232,Closed,EHS Inspections>JPC Project Management,23/07/2020,31/07/2020,1345,Closed,Safety
F97233.233,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,23/07/2020,24/07/2020,1345,Closed,Quality
F97233.234,Closed,EHS Inspections>JPC Project Management,23/07/2020,28/07/2020,1345,Closed,Safety
F97233.235,Closed,Block 4>ITP 01 Structural>Quality Control & BC(A)R,23/07/2020,03/09/2020,1345,Closed,Quality
F97233.236,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,22/07/2020,22/07/2020,1345,Closed,Site Management
F97233.237,Completed and signed off,EHS Inspections>JPC Project Management,22/07/2020,24/07/2020,1345,Closed,Safety
F97233.238,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,22/07/2020,22/07/2020,1345,Closed,Site Management
F97233.239,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,22/07/2020,03/09/2020,1345,Closed,Quality
F97233.240,Closed,Lessons Learned & Alerts - EHS & Quality>JPC Project Management,21/07/2020,28/07/2020,1345,Closed,Quality
F97233.241,Closed,EHS Inspections>JPC Project Management,21/07/2020,23/07/2020,1345,Closed,Safety
F97233.242,Completed and signed off,EHS Inspections>JPC Project Management,21/07/2020,21/07/2020,1345,Closed,Safety
F97233.243,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,20/07/2020,21/07/2020,1345,Closed,Quality
F97233.244,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,20/07/2020,20/07/2020,1345,Closed,Site Management
F97233.245,Completed and signed off,EHS Inspections>JPC Project Management,20/07/2020,20/07/2020,1345,Closed,Safety
F97233.246,Closed,EHS Inspections>JPC Project Management,20/07/2020,28/07/2020,1345,Closed,Safety
F97233.247,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,20/07/2020,03/09/2020,1345,Closed,Quality
F97233.248,Completed and signed off,EHS Inspections>JPC Project Management,17/07/2020,22/07/2020,1345,Closed,Safety
F97233.249,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,17/07/2020,03/09/2020,1345,Closed,Quality
F97233.250,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,17/07/2020,17/07/2020,1345,Closed,Site Management
F97233.251,Completed and signed off,EHS Inspections>JPC Project Management,16/07/2020,21/07/2020,1345,Closed,Safety
F97233.252,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,16/07/2020,03/09/2020,1345,Closed,Quality
F97233.253,Closed,EHS Inspections>JPC Project Management,15/07/2020,21/07/2020,1345,Closed,Safety
F97233.254,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,15/07/2020,16/07/2020,1345,Closed,Quality
F97233.255,Closed JPC Sign Off,Lvl -01 Foundation>Block 1>ITP 01 Structural>Quality Control & BC(A)R,15/07/2020,14/08/2020,1345,Closed,Quality
F97233.256,Completed and signed off,EHS Inspections>JPC Project Management,15/07/2020,20/07/2020,1345,Closed,Safety
F97233.257,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,15/07/2020,15/07/2020,1345,Closed,Site Management
F97233.258,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,15/07/2020,03/09/2020,1345,Closed,Quality
F97233.259,Completed and signed off,EHS Inspections>JPC Project Management,14/07/2020,16/07/2020,1345,Closed,Safety
F97233.260,Closed JPC Sign Off,lvl (-01) Foundation>Block 5>ITP 01 Structural>Quality Control & BC(A)R,14/07/2020,14/08/2020,1345,Closed,Quality
F97233.261,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,14/07/2020,03/09/2020,1345,Closed,Quality
F97233.262,Completed and signed off,EHS Inspections>JPC Project Management,13/07/2020,16/07/2020,1345,Closed,Safety
F97233.263,Closed JPC Sign Off,lvl (-01) Foundation>Block 3>ITP 01 Structural>Quality Control & BC(A)R,13/07/2020,14/08/2020,1345,Closed,Quality
F97233.264,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,13/07/2020,03/09/2020,1345,Closed,Quality
F97233.265,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,10/07/2020,10/07/2020,1345,Closed,Site Management
F97233.266,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,10/07/2020,10/07/2020,1345,Closed,Site Management
F97233.267,Closed JPC Sign Off,Lvl -01 Foundation>Block 1>ITP 01 Structural>Quality Control & BC(A)R,10/07/2020,10/08/2020,1345,Closed,Quality
F97233.268,JPC Inspected,ITP 03 Civil Works>Quality Control & BC(A)R,10/07/2020,16/07/2020,1345,Open,Quality
F97233.269,Completed and signed off,EHS Inspections>JPC Project Management,10/07/2020,10/07/2020,1345,Closed,Safety
F97233.270,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,10/07/2020,03/09/2020,1345,Closed,Quality
F97233.271,Closed JPC Sign Off,lvl (-01) Foundation>Block 3>ITP 01 Structural>Quality Control & BC(A)R,10/07/2020,10/08/2020,1345,Closed,Quality
F97233.272,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,09/07/2020,16/07/2020,1345,Closed,Quality
F97233.273,JPC Inspected,ITP 03 Civil Works>Quality Control & BC(A)R,09/07/2020,16/07/2020,1345,Open,Quality
F97233.274,Closed,EHS Inspections>JPC Project Management,09/07/2020,14/07/2020,1345,Closed,Safety
F97233.275,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,09/07/2020,10/07/2020,1345,Closed,Site Management
F97233.276,Completed and signed off,Staturatury Forms>JPC Project Management,09/07/2020,09/07/2020,1345,Closed,Safety
F97233.277,Closed,Staturatury Forms>JPC Project Management,09/07/2020,28/07/2020,1345,Closed,Safety
F97233.278,Works Complete / Resolved,ITP 03 Civil Works>Quality Control & BC(A)R,09/07/2020,16/07/2020,1345,Open,Quality
F97233.279,Closed,Block 6>ITP 01 Structural>Quality Control & BC(A)R,09/07/2020,03/09/2020,1345,Closed,Quality
F97233.280,Closed JPC Sign Off,lvl (-01) Foundation>Block 6>ITP 01 Structural>Quality Control & BC(A)R,09/07/2020,10/08/2020,1345,Closed,Quality
F97233.281,Closed,Block 11>ITP 01 Structural>Quality Control & BC(A)R,08/07/2020,16/07/2020,1345,Closed,Quality
F97233.282,Completed and signed off,EHS Inspections>JPC Project Management,08/07/2020,16/07/2020,1345,Closed,Safety
F97233.283,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,08/07/2020,03/09/2020,1345,Closed,Quality
F97233.284,JPC Inspected,ITP 03 Civil Works>Quality Control & BC(A)R,08/07/2020,16/07/2020,1345,Open,Quality
F97233.285,Works Complete / Resolved,ITP 03 Civil Works>Quality Control & BC(A)R,08/07/2020,16/07/2020,1345,Open,Quality
F97233.286,Closed JPC Sign Off,Lvl -01 Foundation>Block 2>ITP 01 Structural>Quality Control & BC(A)R,08/07/2020,10/08/2020,1345,Closed,Quality
F97233.287,Works Complete / Resolved,ITP 03 Civil Works>Quality Control & BC(A)R,07/07/2020,16/07/2020,1345,Open,Quality
F97233.288,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,07/07/2020,10/07/2020,1345,Closed,Site Management
F97233.289,Completed and signed off,EHS Inspections>JPC Project Management,07/07/2020,16/07/2020,1345,Closed,Safety
F97233.290,Closed JPC Sign Off,Block 10>ITP 01 Structural>Quality Control & BC(A)R,07/07/2020,05/08/2020,1345,Closed,Quality
F97233.291,Closed,Block 3>ITP 01 Structural>Quality Control & BC(A)R,07/07/2020,03/09/2020,1345,Closed,Quality
F97233.292,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,07/07/2020,03/09/2020,1345,Closed,Quality
F97233.293,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,07/07/2020,16/07/2020,1345,Closed,Quality
F97233.294,JPC Inspected,ITP 03 Civil Works>Quality Control & BC(A)R,07/07/2020,16/07/2020,1345,Open,Quality
F97233.295,Closed,1343 - Project ABC,06/07/2020,10/07/2020,1345,Closed,Safety
F97233.296,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,06/07/2020,03/09/2020,1345,Closed,Quality
F97233.297,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,06/07/2020,03/09/2020,1345,Closed,Quality
F97233.298,Completed and signed off,EHS Inspections>JPC Project Management,06/07/2020,16/07/2020,1345,Closed,Safety
F97233.299,Works Complete / Resolved,ITP 03 Civil Works>Quality Control & BC(A)R,06/07/2020,16/07/2020,1345,Open,Quality
F97233.300,Closed,ITP 01 Structural>Quality Control & BC(A)R,06/07/2020,16/07/2020,1345,Closed,Quality
F97233.301,Closed,Block 6>ITP 01 Structural>Quality Control & BC(A)R,06/07/2020,16/07/2020,1345,Closed,Quality
F97233.302,Works Complete / Resolved,ITP 03 Civil Works>Quality Control & BC(A)R,03/07/2020,16/07/2020,1345,Open,Quality
F97233.303,Completed and signed off,1343 - Project ABC,03/07/2020,16/07/2020,1345,Closed,Safety
F97233.304,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,03/07/2020,03/09/2020,1345,Closed,Quality
F97233.305,JPC Inspected,ITP 03 Civil Works>Quality Control & BC(A)R,03/07/2020,16/07/2020,1345,Open,Quality
F97233.306,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,02/07/2020,09/09/2020,1345,Closed,Quality
F97233.307,Closed,Block 5>ITP 01 Structural>Quality Control & BC(A)R,02/07/2020,03/09/2020,1345,Closed,Quality
F97233.308,Completed and signed off,EHS Inspections>JPC Project Management,02/07/2020,16/07/2020,1345,Closed,Safety
F97233.309,Works Complete / Resolved,ITP 03 Civil Works>Quality Control & BC(A)R,02/07/2020,16/07/2020,1345,Open,Quality
F97233.310,Closed,ITP 01 Structural>Quality Control & BC(A)R,02/07/2020,16/07/2020,1345,Closed,Quality
F97233.311,Closed,EHS Inspections>JPC Project Management,01/07/2020,14/07/2020,1345,Closed,Safety
F97233.312,Closed,Daily Site Diary & Allocation Sheets>JPC Project Management,01/07/2020,10/07/2020,1345,Closed,Site Management
F97233.313,Works Complete / Resolved,ITP 03 Civil Works>Quality Control & BC(A)R,01/07/2020,16/07/2020,1345,Open,Quality
F97233.314,Closed,Block 1>ITP 01 Structural>Quality Control & BC(A)R,01/07/2020,03/09/2020,1345,Closed,Quality
